ell,residuals,osc_fit
1857,-3.552354326930661e-17,-2.7446053056071917e-13
1858,-3.4642382317767285e-17,-2.704990678348101e-13
1859,-3.3693976511706415e-17,-2.658556325441116e-13
1860,-3.26828932487239e-17,-2.605418593380098e-13
1861,-3.1613736510343866e-17,-2.5457106247293367e-13
1862,-3.04911331116165e-17,-2.479582024519875e-13
1863,-2.931971929045108e-17,-2.407198485397261e-13
1864,-2.8104127664172456e-17,-2.328741372460068e-13
1865,-2.6848974578960697e-17,-2.24440726882912e-13
1866,-2.5558847875985878e-17,-2.1544074830864526e-13
1867,-2.423829509618353e-17,-2.0589675198178735e-13
1868,-2.2891812143741668e-17,-1.95832651458586e-13
1869,-2.152383242650075e-17,-1.85273663474851e-13
1870,-2.013871648959047e-17,-1.7424624476258644e-13
1871,-1.8740742156761738e-17,-1.6277802575967306e-13
1872,-1.733409519203742e-17,-1.5089774137869826e-13
1873,-1.5922860492448338e-17,-1.3863515900840087e-13
1874,-1.451101382083806e-17,-1.2602100392813048e-13
1875,-1.3102414085918189e-17,-1.1308688232220427e-13
1876,-1.1700796175017025e-17,-9.986520208705742e-14
1877,-1.0309764343252398e-17,-8.638909162961338e-14
1878,-8.932786161174678e-18,-7.269231686033437e-14
1879,-7.573187021301908e-18,-5.880919658893487e-14
1880,-6.234145202388328e-18,-4.4774516534743996e-14
1881,-4.918687488721585e-18,-3.0623442167173104e-14
1882,-3.62968534027523e-18,-1.639143059467709e-14
1883,-2.369851608102525e-18,-2.1141417229770456e-15
1884,-1.1417377880059554e-18,1.2172651094828104e-14
1885,5.2268195815606336e-20,2.6433150692445677e-14
1886,1.2099436866600744e-18,4.0631625784199416e-14
1887,2.3292324814747066e-18,5.4732500493788666e-14
1888,3.408245519102928e-18,6.870044349364776e-14
1889,4.4452610835023955e-18,8.250045653156112e-14
1890,5.438724535808781e-18,9.609796212272056e-14
1891,6.387247590019081e-18,1.0945889018750256e-13
1892,7.28960714792964e-18,1.2254976341788473e-13
1893,8.144743709729345e-18,1.353377811586064e-13
1894,8.951759377369005e-18,1.4779090159289958e-13
1895,9.709915468450385e-18,1.598779220268648e-13
1896,1.041862975895382e-17,1.7156855707133004e-13
1897,1.1077473373639229e-17,1.8283351452529975e-13
1898,1.168616734335027e-17,1.93644568770859e-13
1899,1.2244578848857429e-17,2.0397463149563375e-13
1900,1.2752717171143179e-17,2.137978195656044e-13
1901,1.3210729368278549e-17,2.23089519878209e-13
1902,1.3618895699204708e-17,2.318264510332428e-13
1903,1.3977624814847952e-17,2.3998672166701476e-13
1904,1.4287448737016678e-17,2.47549885303637e-13
1905,1.454901764555469e-17,2.5449699158595906e-13
1906,1.4763094494102813e-17,2.6081063375782233e-13
1907,1.493054947474222e-17,2.6647499227864514e-13
1908,1.50523543515722e-17,2.7147587446106074e-13
1909,1.5129576683065302e-17,2.758007500322924e-13
1910,1.516337395275147e-17,2.794387825301605e-13
1911,1.5154987627450093e-17,2.823808564550579e-13
1912,1.510573716190678e-17,2.8461960010985914e-13
1913,1.5017013968258624e-17,2.8614940407053687e-13
1914,1.4890275368306418e-17,2.869664352412044e-13
1915,1.472703854608033e-17,2.870686464583691e-13
1916,1.4528874517645346e-17,2.8645578162033014e-13
1917,1.4297402134542762e-17,2.851293763288706e-13
1918,1.403428213666563e-17,2.8309275404163424e-13
1919,1.3741211269761245e-17,2.8035101774482863e-13
1920,1.341991648208874e-17,2.769110371671193e-13
1921,1.307214921412241e-17,2.7278143156675175e-13
1922,1.2699679794486793e-17,2.679725481350293e-13
1923,1.2304291954619277e-17,2.6249643607026683e-13
1924,1.1887777473940857e-17,2.5636681638716123e-13
1925,1.1451930966586995e-17,2.4959904753725085e-13
1926,1.0998544820009598e-17,2.422100869265867e-13
1927,1.0529404295033373e-17,2.3421844842704427e-13
1928,1.0046282796180306e-17,2.2564415598773514e-13
1929,9.550937320349509e-18,2.1650869346275036e-13
1930,9.045104091164901e-18,2.0683495078094763e-13
1931,8.530494385578597e-18,1.9664716659266006e-13
1932,8.008790558553679e-18,1.8597086753703153e-13
1933,7.481642270924038e-18,1.748328042821512e-13
1934,6.950662924796e-18,1.632608844982459e-13
1935,6.417426310129034e-18,1.5128410293187356e-13
1936,5.883463465437339e-18,1.3893246875632432e-13
1937,5.3502597548424735e-18,1.2623693038026192e-13
1938,4.8192521630428795e-18,1.1322929790300459e-13
1939,4.2918268090891764e-18,9.99421634107437e-14
1940,3.76931667920816e-18,8.640881931340578e-14
1941,3.252999578306175e-18,7.26631749267712e-14
1942,2.744096299150741e-18,5.873967150888507e-14
1943,2.2437690076667466e-18,4.467319596358821e-14
1944,1.753119842204458e-18,3.0498993427471116e-14
1945,1.2731897241035274e-18,1.625257895921628e-14
1946,8.049573763612663e-19,1.9696485526241196e-15
1947,3.4933854672130927e-19,-1.231401030371434e-14
1948,-9.281456896931376e-20,-2.656260829599531e-14
1949,-5.207137077160953e-19,-4.0740443959353337e-14
1950,-9.33634729655626e-19,-5.481199313189699e-14
1951,-1.3309176230331098e-18,-6.874199796449203e-14
1952,-1.7119663296314885e-18,-8.249555526326803e-14
1953,-2.076248396720981e-18,-9.603820394349626e-14
1954,-2.4232944619121057e-18,-1.0933601137571352e-13
1955,-2.752697577563272e-18,-1.2235565840774174e-13
1956,-3.0641123816474385e-18,-1.350645228495713e-13
1957,-3.3572541221996825e-18,-1.4743076121192728e-13
1958,-3.6318975426638414e-18,-1.594233884937134e-13
1959,-3.887875635620866e-18,-1.7101235581841722e-13
1960,-4.125078272525104e-18,-1.8216862572494995e-13
1961,-4.343450717184567e-18,-1.9286424492427436e-13
1962,-4.542992030812872e-18,-2.0307241433950205e-13
1963,-4.723753376544886e-18,-2.1276755625401339e-13
1964,-4.885836231341888e-18,-2.2192537839929085e-13
1965,-5.029390513235386e-18,-2.305229348219332e-13
1966,-5.154612631842079e-18,-2.3853868337732255e-13
1967,-5.261743470057613e-18,-2.459525397058907e-13
1968,-5.35106630478312e-18,-2.527459275567408e-13
1969,-5.422904674465767e-18,-2.589018253325335e-13
1970,-5.477620201141068e-18,-2.6440480873901364e-13
1971,-5.5156103745534665e-18,-2.692410894323141e-13
1972,-5.537306305800845e-18,-2.7339854956720223e-13
1973,-5.543170457804292e-18,-2.768667721597043e-13
1974,-5.533694359734989e-18,-2.7963706718803005e-13
1975,-5.509396312358938e-18,-2.8170249336640017e-13
1976,-5.470819091059989e-18,-2.830578755372181e-13
1977,-5.418527653100514e-18,-2.836998176380097e-13
1978,-5.353106855457658e-18,-2.836267112106397e-13
1979,-5.2751591893442906e-18,-2.828387394314844e-13
1980,-5.1853025372836864e-18,-2.813378766524623e-13
1981,-5.0841679583567975e-18,-2.7912788345407493e-13
1982,-4.972397506983906e-18,-2.7621429722284727e-13
1983,-4.8506420903396534e-18,-2.72604418276784e-13
1984,-4.719559369223947e-18,-2.6830729157360193e-13
1985,-4.5798117069420614e-18,-2.6333368404757043e-13
1986,-4.4320641704611654e-18,-2.5769605763174725e-13
1987,-4.276982587827921e-18,-2.514085380332032e-13
1988,-4.1152316655484825e-18,-2.444868793394745e-13
1989,-3.947473169338821e-18,-2.369484245449244e-13
1990,-3.774364171369671e-18,-2.2881206209592024e-13
1991,-3.596555366839232e-18,-2.2009817856370678e-13
1992,-3.4146894624203664e-18,-2.1082860756355857e-13
1993,-3.2293996388433205e-18,-2.0102657504820162e-13
1994,-3.041308089592084e-18,-1.9071664111257622e-13
1995,-2.8510246374122135e-18,-1.799246384557569e-13
1996,-2.6591454300543106e-18,-1.6867760765421921e-13
1997,-2.466251716403216e-18,-1.5700372940863423e-13
1998,-2.272908703880484e-18,-1.449322539339532e-13
1999,-2.0796644977463012e-18,-1.324934276697041e-13
2000,-1.8870491226733296e-18,-1.1971841749413217e-13
2001,-1.6955736267207782e-18,-1.0663923263209501e-13
2002,-1.5057292675958764e-18,-9.328864445232826e-14
2003,-1.3179867808610448e-18,-7.970010435510942e-14
2004,-1.1327957295208853e-18,-6.590765995600856e-14
2005,-9.50583934211041e-19,-5.194586977575804e-14
2006,-7.717569830047608e-19,-3.7849716649991875e-14
2007,-5.966978196592113e-19,-2.3654520075816392e-14
2008,-4.2576640893665033e-19,-9.395847714837732e-15
2009,-2.592994774601694e-19,4.8905737256147745e-15
2010,-9.76103283981386e-20,1.916894800977212e-14
2011,5.901127188381553e-20,3.340349906492049e-14
2012,2.1029913721035677e-19,4.755856062237533e-14
2013,3.560106371655647e-19,6.159866558332904e-14
2014,4.959266071080647e-19,7.548863488565619e-14
2015,6.298511950134855e-19,8.919366564901037e-14
2016,7.576116476261998e-19,1.0267941837735535e-13
2017,8.790580384962233e-19,1.1591210300043463e-13
2018,9.940629405603765e-19,1.2885856353859308e-13
2019,1.1025210459971165e-18,1.4148636117881662e-13
2020,1.2043487361489394e-18,1.5376385555381245e-13
2021,1.299483604355703e-18,1.6566028402052964e-13
2022,1.3878839345862981e-18,1.7714583873940676e-13
2023,1.4695281387876008e-18,1.8819174136127019e-13
2024,1.54441415589311e-18,1.9877031513472482e-13
2025,1.612558815447227e-18,2.0885505425336746e-13
2026,1.673997168806862e-18,2.1842069026906615e-13
2027,1.7287817908763692e-18,2.2744325540489884e-13
2028,1.7769820553227585e-18,2.3590014260911444e-13
2029,1.818683386194152e-18,2.437701621996434e-13
2030,1.853986488840845e-18,2.510335949572296e-13
2031,1.8830065629984806e-18,2.5767224153415215e-13
2032,1.9058725008538132e-18,2.636694680547378e-13
2033,1.922726072863125e-18,2.6901024779340774e-13
2034,1.9337211040368787e-18,2.7368119882582816e-13
2035,1.939022643345213e-18,2.776706175588271e-13
2036,1.9388061288282344e-18,2.809685080550635e-13
2037,1.933256550925975e-18,2.835666070789723e-13
2038,1.9225676164638208e-18,2.854584048012307e-13
2039,1.906940915647517e-18,2.8663916110986785e-13
2040,1.8865850943365384e-18,2.8710591748714753e-13
2041,1.8617150337747906e-18,2.8685750442246896e-13
2042,1.8325510398648653e-18,2.858945443427057e-13
2043,1.7993180439758984e-18,2.842194500526455e-13
2044,1.7622448171763015e-18,2.8183641868943653e-13
2045,1.7215631996835288e-18,2.7875142120618824e-13
2046,1.6775073472181676e-18,2.749721874110767e-13
2047,1.6303129958476992e-18,2.7050818659944077e-13
2048,1.5802167467984706e-18,2.6537060382739777e-13
2049,1.5274553726102268e-18,2.5957231188642716e-13
2050,1.4722651458987288e-18,2.531278390491437e-13
2051,1.4148811918880843e-18,2.460533326670764e-13
2052,1.355536865765275e-18,2.383665187116631e-13
2053,1.2944631558062286e-18,2.300866573598352e-13
2054,1.2318881131146545e-18,2.2123449473547826e-13
2055,1.1680363087132762e-18,2.1183221092768514e-13
2056,1.1031283186227658e-18,2.0190336441604802e-13
2057,1.037380237462359e-18,1.9147283304223822e-13
2058,9.710032210080313e-19,1.8056675167577247e-13
2059,9.042030580450189e-19,1.6921244673017053e-13
2060,8.371797717570943e-19,1.574383676935338e-13
2061,7.70127250802624e-19,1.4527401584516554e-13
2062,7.032329101365759e-19,1.3274987033679428e-13
2063,6.366773815507879e-19,1.1989731182363108e-13
2064,5.70634233820632e-19,1.0674854383660845e-13
2065,5.052697222646771e-19,9.333651209281145e-14
2066,4.407425674464268e-19,7.96948219462781e-14
2067,3.7720376267233934e-19,6.585765418600497e-14
2068,3.1479640986958804e-19,5.18596793921361e-14
2069,2.536555833591258e-19,3.7735971064924747e-14
2070,1.9390822097621533e-19,2.3521917744133696e-14
2071,1.356730419302013e-19,9.253134339068622e-15
2072,7.90604907387112e-20,-5.034627108582953e-15
2073,2.4172706519728763e-20,-1.930556700551327e-14
2074,-2.889648312507354e-20,-3.352392790670189e-14
2075,-8.006154444602537e-20,-4.765408410971597e-14
2076,-1.2924519695208153e-19,-6.166063091891467e-14
2077,-1.7637835077768198e-19,-7.550847335589619e-14
2078,-2.2140002293212593e-19,-8.916291409391726e-14
2079,-2.642572333836025e-19,-1.0258974039593246e-13
2080,-3.0490488195604174e-19,-1.1575530983847804e-13
2081,-3.4330560703873967e-19,-1.286266346065324e-13
2082,-3.7942962712768354e-19,-1.4117146414820067e-13
2083,-4.132545662321197e-19,-1.5335836598210002e-13
2084,-4.447652641917538e-19,-1.651568044549768e-13
2085,-4.739535729578343e-19,-1.7653721725222053e-13
2086,-5.008181398960815e-19,-1.8747108946956793e-13
2087,-5.253641791711002e-19,-1.979310250604029e-13
2088,-5.47603232270481e-19,-2.0789081547963258e-13
2089,-5.675529187217348e-19,-2.1732550535214477e-13
2090,-5.852366780483351e-19,-2.2621145500130726e-13
2091,-6.006835040004444e-19,-2.345263996808364e-13
2092,-6.139276720831108e-19,-2.4224950536162324e-13
2093,-6.250084613895888e-19,-2.493614209337364e-13
2094,-6.339698717290204e-19,-2.5584432669280485e-13
2095,-6.408603370183782e-19,-2.616819789892915e-13
2096,-6.457324358856381e-19,-2.6685975092878367e-13
2097,-6.486426004076273e-19,-2.713646690213238e-13
2098,-6.496508238792761e-19,-2.7518544568794277e-13
2099,-6.48820368483904e-19,-2.7831250754296583e-13
2100,-6.4621747370430665e-19,-2.8073801938120236e-13
2101,-6.419110662838702e-19,-2.824559038099348e-13
2102,-6.359724725149712e-19,-2.8346185647650976e-13
2103,-6.284751335983406e-19,-2.8375335685337767e-13
2104,-6.194943247832626e-19,-2.8332967455355807e-13
2105,-6.091068789628425e-19,-2.821918711607064e-13
2106,-5.973909153632699e-19,-2.803427975691967e-13
2107,-5.84425573928695e-19,-2.7778708684088504e-13
2108,-5.702907559671675e-19,-2.74531142596452e-13
2109,-5.550668715850127e-19,-2.7058312297041087e-13
2110,-5.388345943995778e-19,-2.65952920169984e-13
2111,-5.2167462398277585e-19,-2.60652135689065e-13
2112,-5.036674564494865e-19,-2.546940512393707e-13
2113,-4.8489316356767245e-19,-2.480935954716192e-13
2114,-4.654311807292992e-19,-2.4086730657011564e-13
2115,-4.453601040838087e-19,-2.3303329081447187e-13
2116,-4.2475749709957054e-19,-2.2461117721228625e-13
2117,-4.036997067817362e-19,-2.1562206831645457e-13
2118,-3.822616897397317e-19,-2.0608848735036088e-13
2119,-3.6051684826237994e-19,-1.9603432177339251e-13
2120,-3.3853687652402503e-19,-1.8548476342823408e-13
2121,-3.1639161701218144e-19,-1.744662454198697e-13
2122,-2.9414892723387216e-19,-1.6300637588446527e-13
2123,-2.718745567266674e-19,-1.511338688140784e-13
2124,-2.4963203436970093e-19,-1.3887847211052136e-13
2125,-2.2748256596014527e-19,-1.262708930486476e-13
2126,-2.0548494199246976e-19,-1.1334272133582056e-13
2127,-1.8369545555033337e-19,-1.0012634996034904e-13
2128,-1.6216783019491762e-19,-8.665489402721143e-14
2129,-1.4095315770874485e-19,-7.296210778443587e-14
2130,-1.2009984553025248e-19,-5.908230004803503e-14
2131,-9.96535736924028e-20,-4.5050248237409015e-14
2132,-7.965726105731012e-20,-3.090111123660933e-14
2133,-6.015104061957575e-20,-1.6670341299800524e-14
2134,-4.117224363238516e-20,-2.3935952216498696e-15
2135,-2.2755392293707286e-20,1.1893355004782097e-14
2136,-4.9322007143317534e-21,2.6154711818797664e-14
2137,1.2268416124899172e-20,4.035474178686039e-14
2138,2.8820325732143663e-20,5.445786513675618e-14
2139,4.4700154096811296e-20,6.842874490669819e-14
2140,5.988725464237057e-20,8.223237548606306e-14
2141,7.436367047587868e-20,9.583417032588563e-14
2142,8.811409027799815e-20,1.0920004859934746e-13
2143,1.0112579818376077e-19,1.2229652059512148e-13
2144,1.1338861800937437e-19,1.3509077162961064e-13
2145,1.2489485218435536e-19,1.475507442678284e-13
2146,1.3563921575084034e-19,1.5964521864690754e-13
2147,1.4561876579380878e-19,1.7134389070097827e-13
2148,1.5483282666611646e-19,1.8261744809141352e-13
2149,1.6328291137178578e-19,1.9343764365219022e-13
2150,1.7097263946942982e-19,2.0377736616634098e-13
2151,1.7790765185479502e-19,2.1361070829615733e-13
2152,1.840955227781186e-19,2.229130314969384e-13
2153,1.895456694472444e-19,2.3166102775163583e-13
2154,1.9426925956224428e-19,2.3983277797171197e-13
2155,1.9827911712096392e-19,2.4740780691788145e-13
2156,2.0158962682810006e-19,2.5436713450312845e-13
2157,2.0421663743263489e-19,2.606933233494411e-13
2158,2.0617736431005013e-19,2.6637052247913574e-13
2159,2.074902915969456e-19,2.713845070312561e-13
2160,2.081750741758329e-19,2.7572271390356426e-13
2161,2.0825243979811544e-19,2.793742732308065e-13
2162,2.0774409162230468e-19,2.8233003562038316e-13
2163,2.0667261143387765e-19,2.845825950771809e-13
2164,2.0506136380144381e-19,2.861263075601266e-13
2165,2.0293440141240112e-19,2.8695730512396685e-13
2166,2.0031637181902308e-19,2.8707350561083976e-13
2167,1.9723242581377746e-19,2.86474617867356e-13
2168,1.9370812764008721e-19,2.851621424741162e-13
2169,1.8976936723209716e-19,2.8313936798583726e-13
2170,1.8544227466432972e-19,2.8041136269150907e-13
2171,1.8075313697913384e-19,2.7698496191522595e-13
2172,1.757283175470642e-19,2.728687508895137e-13
2173,1.7039417810234081e-19,2.6807304324406367e-13
2174,1.6477700358285037e-19,2.6260985516377357e-13
2175,1.5890292989124437e-19,2.5649287528084296e-13
2176,1.5279787468111506e-19,2.4973743037637286e-13
2177,1.464874712597795e-19,2.4236044697738106e-13
2178,1.3999700568671718e-19,2.3438040894549216e-13
2179,1.3335135713484742e-19,2.2581731116354124e-13
2180,1.2657494156967868e-19,2.166926094361462e-13
2181,1.1969165878995465e-19,2.0702916672977617e-13
2182,1.1272484286198253e-19,1.968511958870173e-13
2183,1.0569721596886674e-19,1.861841989585724e-13
2184,9.863084568513351e-20,1.7505490330500488e-13
2185,9.154710567693781e-20,1.6349119462833028e-13
2186,8.446663981806121e-20,1.5152204710125378e-13
2187,7.740932970233794e-20,1.3917745076912152e-13
2188,7.039426552390992e-20,1.2648833640648891e-13
2189,6.343972028806653e-20,1.1348649801658608e-13
2190,5.656312730690108e-20,1.0020451316786677e-13
2191,4.978106092628799e-20,8.667566136724646e-14
2192,4.3109220423045394e-20,7.293384067455475e-14
2193,3.656241700427318e-20,5.901348276713372e-14
2194,3.0154563834151354e-20,4.4949466667397766e-14
2195,2.3898669007455723e-20,3.07770313495159e-14
2196,1.780683138332928e-20,1.6531687444214605e-14
2197,1.1890239187677964e-20,2.249128262874394e-15
2198,6.159171287814281e-21,-1.2034859636060329e-14
2199,6.230010386056401e-22,-2.6284486114332548e-14
2200,-4.709797404362713e-21,-4.046404713008947e-14
2201,-9.831640412562436e-21,-5.4538014198375166e-14
2202,-1.4735823964152643e-20,-6.847112341174569e-14
2203,-1.9416510588883494e-20,-8.222846379795539e-14
2204,-2.386871429380711e-20,-9.577556479332451e-14
2205,-2.808828358705403e-20,-1.0907848261261346e-13
2206,-3.2071882718160084e-20,-1.2210388529899457e-13
2207,-3.5816971254389726e-20,-1.3481913624101892e-13
2208,-3.932178211293666e-20,-1.4719237594731704e-13
2209,-4.25852981691164e-20,-1.5919260187413784e-13
2210,-4.560722756035302e-20,-1.707897461057092e-13
2211,-4.838797780526453e-20,-1.8195475069278248e-13
2212,-5.0928628856242095e-20,-1.926596404605929e-13
2213,-5.3230905202712245e-20,-2.0287759310380613e-13
2214,-5.529714714076727e-20,-2.1258300639282402e-13
2215,-5.713028132306012e-20,-2.2175156232303947e-13
2216,-5.873379070079578e-20,-2.3036028804634866e-13
2217,-6.011168396735813e-20,-2.383876134321946e-13
2218,-6.126846461051706e-20,-2.458134251139582e-13
2219,-6.22090996774655e-20,-2.526191168852607e-13
2220,-6.293898835386551e-20,-2.587876363199061e-13
2221,-6.346393045500284e-20,-2.643035274986533e-13
2222,-6.379009492376356e-20,-2.6915296973576e-13
2223,-6.392398842666089e-20,-2.7332381220826537e-13
2224,-6.387242413552759e-20,-2.768056044012434e-13
2225,-6.36424907787039e-20,-2.795896222927438e-13
2226,-6.324152204169925e-20,-2.8166889021280997e-13
2227,-6.267706639335038e-20,-2.8303819832180477e-13
2228,-6.195685740943586e-20,-2.836941156642496e-13
2229,-6.108878466164232e-20,-2.836349987654694e-13
2230,-6.008086523558609e-20,-2.8286099574950323e-13
2231,-5.89412159374445e-20,-2.8137404596796264e-13
2232,-5.767802624450564e-20,-2.7917787514076844e-13
2233,-5.629953205077117e-20,-2.7627798602094014e-13
2234,-5.481399025450173e-20,-2.726816446068282e-13
2235,-5.322965423041213e-20,-2.6839786193634237e-13
2236,-5.1554750225071805e-20,-2.6343737150877657e-13
2237,-4.979745470990614e-20,-2.578126023908229e-13
2238,-4.796587272216602e-20,-2.515376480741463e-13
2239,-4.606801722017288e-20,-2.446282311625558e-13
2240,-4.411178947523878e-20,-2.371016639772529e-13
2241,-4.2104960518774933e-20,-2.289768051788628e-13
2242,-4.0055153659334437e-20,-2.2027401251493974e-13
2243,-3.796982808066878e-20,-2.1101509181134039e-13
2244,-3.585626352827053e-20,-2.0122324233527486e-13
2245,-3.372154608843298e-20,-1.9092299866693319e-13
2246,-3.1572555060516943e-20,-1.801401692253353e-13
2247,-2.9415950919850803e-20,-1.689017716024343e-13
2248,-2.725816436562641e-20,-1.572359648675011e-13
2249,-2.5105386445165564e-20,-1.4517197901140926e-13
2250,-2.296355974310328e-20,-1.32740041707605e-13
2251,-2.0838370621343828e-20,-1.199713025732719e-13
2252,-1.8735242493083182e-20,-1.0689775512046128e-13
2253,-1.665933011179426e-20,-9.355215659274558e-14
2254,-1.4615514853806384e-20,-7.996794588827549e-14
2255,-1.2608400970977896e-20,-6.617915977483682e-14
2256,-1.0642312788033621e-20,-5.2220347606915784e-14
2257,-8.721292817268964e-21,-3.812648475840153e-14
2258,-6.849100761695492e-21,-2.3932884987853142e-14
2259,-5.029213376151352e-21,-9.675111955905679e-15
2260,-3.26482515453701e-21,4.611109883481576e-15
2261,-1.5588498101073488e-21,1.8889984794662534e-14
2262,8.607748535127447e-23,3.312573545054606e-14
2263,1.6675971385575433e-21,4.728269257671303e-14
2264,3.1836214839019347e-21,6.132538432479525e-14
2265,4.632330481330215e-21,7.521862515118119e-14
2266,6.012166800067911e-21,8.892760397835293e-14
2267,7.321830325709795e-21,1.0241797141795629e-13
2268,8.560272128493107e-21,1.156559258370567e-13
2269,9.726687930724607e-21,1.286082980519324e-13
2270,1.0820511111373151e-20,1.412426344371948e-13
2271,1.184140528577322e-20,1.5352727824199718e-13
2272,1.2789256498192298e-20,1.6543144890958442e-13
2273,1.3664165064737142e-20,1.7692531920144324e-13
2274,1.4466437103691302e-20,1.8798008993279016e-13
2275,1.5196575789876083e-20,1.9856806213218758e-13
2276,1.5855272369076507e-20,2.0866270644441906e-13
2277,1.644339696790842e-20,2.1823872960277602e-13
2278,1.696198923376046e-20,2.2727213780418224e-13
2279,1.7412248838642856e-20,2.357402968283662e-13
2280,1.7795525879891912e-20,2.4362198875044567e-13
2281,1.8113311209732162e-20,2.50897465104825e-13
2282,1.8367226724690228e-20,2.575484963671969e-13
2283,1.8559015644810832e-20,2.635584176306659e-13
2284,1.8690532811499316e-20,2.689121703615469e-13
2285,1.876373503169233e-20,2.735963401302151e-13
2286,1.878067149482761e-20,2.7759919022246807e-13
2287,1.8743474287922822e-20,2.809106910471834e-13
2288,1.8654349032754232e-20,2.8352254526658733e-13
2289,1.8515565667915315e-20,2.8542820858616757e-13
2290,1.832944939719448e-20,2.866229061521395e-13
2291,1.8098371824437872e-20,2.871036445153792e-13
2292,1.7824742293721303e-20,2.868692191318469e-13
2293,1.7510999452343068e-20,2.85920217380708e-13
2294,1.7159603052833692e-20,2.8425901709258787e-13
2295,1.677302600883328e-20,2.818897805916501e-13
2296,1.6353746718394884e-20,2.788184442664252e-13
2297,1.5904241666949192e-20,2.7505270369552124e-13
2298,1.5426978320884215e-20,2.706019943654863e-13
2299,1.492440832141035e-20,2.6547746802913547e-13
2300,1.4398960987132958e-20,2.5969196476358015e-13
2301,1.385303713251231e-20,2.532599807979705e-13
2302,1.3289003208194202e-20,2.461976321915628e-13
2303,1.2709185768005019e-20,2.3852261445312057e-13
2304,1.2115866266271575e-20,2.302541582028268e-13
2305,1.1511276187990146e-20,2.2141298098780237e-13
2306,1.0897592513315938e-20,2.1202123537196152e-13
2307,1.0276933516777481e-20,2.0210245343027124e-13
2308,9.651354900628871e-21,1.9168148778649083e-13
2309,9.022846260793152e-21,1.807844493421277e-13
2310,8.393327882912048e-21,1.6943864185263693e-13
2311,7.764647865156259e-21,1.5767249351479104e-13
2312,7.138579563601887e-21,1.4551548573663187e-13
2313,6.516819355193467e-21,1.3299807926850093e-13
2314,5.9009847125660985e-21,1.2015163788018267e-13
2315,5.2926125843010035e-21,1.0700834977546522e-13
2316,4.693158073531698e-21,9.36011469409722e-14
2317,4.103993407211324e-21,7.996362263136623e-14
2318,3.5264071877941105e-21,6.612994719767096e-14
2319,2.9616039185583584e-21,5.2134782469613325e-14
2320,2.410703793340525e-21,3.801319490651067e-14
2321,1.8747427410188217e-21,2.3800567734312773e-14
2322,1.3546727147062289e-21,9.532512288949599e-15
2323,8.513622152800779e-22,-4.755221211876239e-15
2324,3.655970385875939e-22,-1.9026833244880895e-14
2325,-1.0191876459088446e-22,-3.324656468093141e-14
2326,-5.50561726930164e-22,-4.7378786383565673e-14
2327,-9.79787612588383e-22,-6.138808848180124e-14
2328,-1.3891298862797137e-21,-7.523936909354974e-14
2329,-1.7781980148810033e-21,-8.889792227733048e-14
2330,-2.146675613119268e-21,-1.0232952499191035e-13
2331,-2.494318444888108e-21,-1.1550052284598656e-13
2332,-2.8209522917250308e-21,-1.283779144230343e-13
2333,-3.1264706999251427e-21,-1.4092943397009033e-13
2334,-3.410832617675188e-21,-1.531236322432107e-13
2335,-3.674059933479156e-21,-1.6492995530709275e-13
2336,-3.9162349269897976e-21,-1.763188210913964e-13
2337,-4.137497643197282e-21,-1.872616935119485e-13
2338,-4.338043200715508e-21,-1.9773115397111162e-13
2339,-4.518119044686579e-21,-2.0770097005816392e-13
2340,-4.678022154576522e-21,-2.1714616127755488e-13
2341,-4.8180962168650614e-21,-2.2604306164034658e-13
2342,-4.9387287723447085e-21,-2.343693789620107e-13
2343,-5.040348347440978e-21,-2.421042507180042e-13
2344,-5.1234215786420185e-21,-2.49228296317171e-13
2345,-5.1884503387899455e-21,-2.55723665661993e-13
2346,-5.235968873637764e-21,-2.61574083874017e-13
2347,-5.266540956715231e-21,-2.667648920723933e-13
2348,-5.280757070176111e-21,-2.712830841033503e-13
2349,-5.279231618920761e-21,-2.751173391285755e-13
2350,-5.2626001849033556e-21,-2.782580499908496e-13
2351,-5.231516828139055e-21,-2.8069734728585965e-13
2352,-5.1866514405352845e-21,-2.8242911907987425e-13
2353,-5.1286871582697625e-21,-2.8344902622388507e-13
2354,-5.058317838039755e-21,-2.837545132258299e-13
2355,-4.976245602108651e-21,-2.83344814653666e-13
2356,-4.883178456674605e-21,-2.8222095705324627e-13
2357,-4.7798279876916105e-21,-2.803857563761934e-13
2358,-4.666907137879887e-21,-2.7784381092421587e-13
2359,-4.545128068273314e-21,-2.746014898275462e-13
2360,-4.415200107266889e-21,-2.706669170863687e-13
2361,-4.2778277897527136e-21,-2.660499512152233e-13
2362,-4.1337089885595625e-21,-2.607621605413884e-13
2363,-3.983533140052168e-21,-2.548167942191359e-13
2364,-3.827979565390431e-21,-2.4822874903248487e-13
2365,-3.667715888605286e-21,-2.4101453206963384e-13
2366,-3.5033965523163635e-21,-2.3319221936259455e-13
2367,-3.3356614315902325e-21,-2.2478141059566075e-13
2368,-3.1651345461286317e-21,-2.1580317999619467e-13
2369,-2.992422870675323e-21,-2.062800235307801e-13
2370,-2.818115243242039e-21,-1.9623580253904513e-13
2371,-2.642781370479871e-21,-1.8569568394640323e-13
2372,-2.4669709292587592e-21,-1.74686077205474e-13
2373,-2.29121276327092e-21,-1.632345681242406e-13
